,Course_Group,Mode_Group,pre_q_group,ord_group,Mq_Group,Fq_Group,Mo_Group,Fo_Group,Previous qualification (grade),Admission grade,Displaced,Debtor,Gender,Scholarship holder,Age at enrollment,Marital status,Daytime/evening attendance	,Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),notpass_1,notpass_2,Target
2436,Mid1,Low,1,0.0,Mid,Mid,Mid1,Mid2,130.0,110.0,0,0,1,0,32,1,1,1,13,13.714285714285714,12,12.083333333333334,5,0,Graduate
2437,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,111.0,107.5,1,0,1,1,22,1,1,1,3,12.333333333333334,3,12.5,2,3,Dropout
2438,Mid1,Low,0,1.0,Mid,High,Mid2,Mid2,130.0,130.0,1,0,1,0,32,1,1,0,11,12.727272727272728,10,12.7,6,2,Dropout
2439,Mid1,Mid,1,1.0,Low,Low,Low,Low,170.0,111.6,0,0,1,0,35,1,1,1,1,14.0,0,0.0,4,5,Dropout
2440,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,133.1,101.0,1,0,1,0,23,1,1,0,0,0.0,0,0.0,5,5,Dropout
2442,Mid1,Mid,1,0.0,Low,Low,Low,Low,120.0,128.2,0,0,1,0,35,2,1,1,0,0.0,1,10.0,5,4,Dropout
2443,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid2,110.0,150.0,0,0,1,0,32,2,1,1,6,18.875,12,17.692307692307693,0,0,Graduate
2444,Low,High,1,0.0,Low,Low,Low,Low,133.1,142.8,0,0,1,0,20,1,1,1,0,0.0,0,0.0,6,6,Dropout
2446,Low,Low,1,,Mid,Mid,Mid2,Mid2,150.0,150.0,1,0,1,0,44,1,0,1,7,13.5,5,16.2,0,0,Dropout
2447,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,156.5,0,0,1,0,53,2,1,1,2,15.0,3,10.0,9,6,Graduate
2448,Low,Low,0,,Mid,Mid,Mid2,Mid1,120.0,98.6,0,1,1,0,28,1,1,0,0,0.0,0,0.0,5,5,Dropout
2449,Low,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,1,0,31,1,0,1,9,14.22222222222222,5,12.8,0,0,Dropout
2451,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,100.0,120.0,0,1,1,0,44,1,1,0,4,12.0,0,0.0,3,6,Dropout
2452,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,142.0,127.7,1,0,1,0,19,1,1,1,5,12.6,4,12.0,0,1,Graduate
2454,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,148.0,147.7,0,0,1,1,18,1,1,1,0,0.0,0,0.0,5,5,Dropout
2455,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,170.0,170.0,1,0,1,0,20,1,1,1,6,14.5,6,15.3,0,0,Graduate
2456,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,110.0,110.2,0,0,1,0,55,1,1,1,6,14.5,6,13.5,0,0,Graduate
2458,Low,Mid,1,0.0,Low,Mid,Mid2,Mid2,135.0,121.0,0,0,1,0,19,1,1,1,0,0.0,0,0.0,5,5,Dropout
2459,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,133.0,129.9,0,0,1,0,18,1,1,1,5,11.6,5,13.2,0,0,Graduate
2460,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid1,133.1,132.0,0,0,1,0,43,2,1,1,4,11.75,0,0.0,2,6,Dropout
2461,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,125.9,1,0,1,0,18,1,1,1,0,0.0,0,0.0,6,6,Dropout
2462,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid1,159.0,165.7,1,0,1,0,18,1,1,1,0,0.0,0,0.0,0,0,Dropout
2463,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,130.0,122.7,1,1,1,1,20,1,1,1,0,0.0,0,0.0,6,6,Dropout
2464,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,121.0,141.4,0,1,1,0,29,2,0,0,4,11.25,4,11.8,1,1,Dropout
2465,Low,Low,0,,Mid,Mid,Mid2,Mid2,133.1,156.4,1,1,1,0,44,1,1,1,5,11.571428571428571,0,0.0,1,6,Dropout
2468,Mid2,Mid,1,0.0,High,Mid,Mid1,Mid2,125.0,131.7,1,0,1,0,20,1,1,1,4,12.75,3,12.666666666666666,2,6,Dropout
2469,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,104.7,1,0,1,0,36,2,1,1,0,0.0,0,0.0,4,5,Dropout
2471,Mid2,Low,0,,Mid,Mid,Low,Low,110.0,110.0,0,0,1,0,29,2,1,0,0,0.0,0,0.0,5,5,Dropout
2472,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,120.0,129.1,1,0,1,0,18,1,1,1,4,11.25,3,10.333333333333334,2,3,Dropout
2473,Mid1,Low,1,0.0,Mid,Mid,Mid1,Mid2,133.1,120.0,0,0,1,0,24,1,1,0,0,0.0,0,0.0,6,6,Dropout
2474,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,133.1,127.0,0,0,1,0,20,1,1,1,6,14.333333333333334,6,15.0,0,0,Graduate
2475,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,151.5,0,1,1,0,45,2,0,0,0,0.0,0,0.0,6,5,Dropout
2476,High,Mid,1,0.0,High,Mid,Mid2,Mid1,130.0,126.8,1,0,1,1,28,1,1,1,20,13.5,20,13.5,3,3,Graduate
2478,High,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,125.6,1,0,1,0,18,1,1,1,7,12.444285714285714,7,11.347142857142858,0,1,Graduate
2479,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid1,140.0,127.8,1,0,1,0,23,1,1,1,3,10.666666666666666,3,11.333333333333334,2,2,Dropout
2481,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,131.3,0,0,1,1,22,1,1,1,6,12.666666666666666,5,12.4,0,1,Graduate
2482,Low,Low,0,,Mid,High,Mid2,Mid2,120.0,155.7,0,0,1,0,33,1,0,1,5,13.2,5,14.833333333333334,0,0,Graduate
2483,Mid1,High,1,,Mid,High,Mid2,Mid2,130.0,128.5,0,0,1,0,21,1,1,1,10,12.7,11,12.181818181818182,2,1,Graduate
2484,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,100.0,170.0,0,0,1,0,45,2,1,1,5,14.833333333333334,5,14.8,0,0,Graduate
2485,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,100.0,0,0,1,0,44,2,1,0,4,11.5,1,12.0,6,6,Dropout
2486,Mid1,Low,1,0.0,Mid,Mid,Low,Low,110.0,107.2,0,0,1,0,42,4,1,1,0,0.0,0,0.0,6,6,Dropout
2487,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,147.0,139.3,1,0,1,0,20,1,1,1,0,0.0,0,0.0,5,5,Dropout
2489,Mid1,High,1,0.0,Mid,High,Mid1,Mid2,137.0,122.3,1,0,1,1,20,1,1,1,6,14.714285714285714,6,12.5,0,0,Graduate
2492,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid1,120.0,128.5,0,1,1,0,26,1,0,0,4,10.5,7,10.428571428571429,4,3,Dropout
2493,Mid1,Low,1,0.0,Mid,Mid,Mid1,Mid2,133.1,150.0,0,0,1,0,31,2,1,1,6,15.0,5,12.5,0,1,Graduate
2494,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,142.0,136.1,0,1,1,1,19,1,1,1,6,12.666666666666666,6,14.0,0,0,Graduate
2495,Mid2,Low,0,,Mid,Mid,Low,Low,100.0,128.0,1,0,1,0,28,1,1,1,6,13.166666666666666,6,13.666666666666666,0,0,Graduate
2496,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,149.0,158.1,1,0,1,1,20,1,1,1,0,0.0,0,0.0,0,0,Graduate
2497,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,110.0,108.7,1,0,0,0,43,2,0,1,6,13.0,6,12.5,0,0,Graduate
2498,Mid1,Low,0,,Mid,Mid,Mid1,Mid2,133.1,110.0,0,0,1,1,25,1,1,1,0,0.0,0,0.0,0,0,Dropout
2499,High,Low,0,,Mid,Mid,Mid2,Mid2,133.1,120.0,0,1,0,0,40,1,1,1,2,10.0,1,15.0,4,5,Dropout
2500,Mid2,Mid,1,,Mid,Mid,Mid1,Mid1,150.0,150.0,0,0,0,0,20,1,1,1,6,13.333333333333334,5,13.375,0,1,Graduate
2501,Mid2,Low,0,,Mid,Mid,Mid2,Mid1,133.1,113.0,0,0,0,0,46,2,0,1,3,12.333333333333334,6,13.333333333333334,3,0,Graduate
2502,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,118.6,0,0,0,0,26,1,1,1,20,13.181818181818182,14,11.642857142857142,1,0,Graduate
2503,High,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,148.8,0,0,0,1,34,2,1,1,6,12.513333333333334,7,13.071428571428571,1,1,Graduate
2504,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,122.0,120.3,1,0,0,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
2505,High,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,127.0,1,0,0,1,18,1,1,1,7,13.585714285714284,7,13.585714285714284,1,1,Graduate
2506,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,113.8,1,0,0,0,18,1,1,1,7,11.155555555555557,8,11.425,0,0,Graduate
2507,Mid2,Low,1,0.0,High,Mid,Mid2,Mid2,120.0,108.0,0,0,1,1,37,1,0,1,6,11.857142857142858,5,12.0,1,1,Graduate
2508,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,114.0,129.1,0,0,1,1,23,1,1,1,0,0.0,0,0.0,0,0,Graduate
2509,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,114.0,135.9,0,0,1,0,26,1,1,1,14,14.0,13,13.615384615384617,0,0,Graduate
2510,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,154.4,154.4,1,0,0,0,18,1,1,0,5,12.0,0,0.0,1,6,Dropout
2512,High,Mid,1,0.0,Mid,Mid,Mid1,Mid1,136.0,132.5,1,0,0,0,19,1,1,1,7,13.198571428571428,8,13.0625,0,0,Graduate
2513,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,163.3,163.3,0,0,0,0,18,1,1,1,6,13.5,6,12.0,0,0,Graduate
2514,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,126.0,122.5,1,0,0,0,19,1,1,1,6,13.333333333333334,5,12.8,0,1,Dropout
2516,Mid2,Mid,1,0.0,Mid,Mid,Mid1,Mid2,137.0,131.8,0,0,0,1,22,1,1,1,6,12.166666666666666,4,12.0,0,2,Graduate
2517,High,High,1,0.0,Mid,Mid,Mid2,Mid2,139.0,135.0,1,0,0,1,18,1,1,1,7,12.214285714285714,7,12.214285714285714,1,1,Graduate
2518,Mid1,Mid,1,0.0,Mid,Low,Mid2,Mid1,142.0,141.7,0,0,0,1,18,1,1,1,6,12.666666666666666,6,13.0,0,0,Graduate
2519,Mid2,High,1,0.0,High,High,Mid2,Mid2,133.1,131.3,1,0,0,1,18,1,1,1,6,12.285714285714286,6,13.5,0,0,Graduate
2520,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,126.0,123.9,1,0,0,1,18,1,1,1,6,13.0,6,13.0,0,0,Graduate
2521,Mid1,High,1,0.0,High,Mid,Mid2,Mid1,131.0,126.1,1,0,0,0,18,1,1,1,6,12.142857142857142,6,11.166666666666666,0,0,Graduate
2522,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,131.0,126.5,1,0,0,1,19,1,1,1,7,13.875714285714285,7,13.085714285714284,0,1,Graduate
2523,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,108.0,107.3,0,0,0,0,20,1,1,1,0,0.0,0,0.0,6,6,Dropout
2524,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.1,95.0,1,0,0,1,19,1,1,1,6,11.666666666666666,0,0.0,0,6,Dropout
2525,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,122.0,116.1,1,0,0,0,18,1,1,1,6,13.153846153846152,3,11.0,0,3,Graduate
2526,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,134.6,1,0,0,1,18,1,1,1,6,14.5,6,12.833333333333334,0,0,Dropout
2527,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,135.0,128.0,1,0,0,1,18,1,1,1,7,14.44142857142857,8,13.65625,0,0,Graduate
2528,Mid2,Mid,1,0.0,Mid,High,Mid1,Mid2,148.0,144.2,1,0,0,0,18,1,1,1,6,15.166666666666666,6,14.285714285714286,0,0,Graduate
2529,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,134.0,129.5,0,0,0,1,18,1,1,1,5,11.6,4,12.625,0,1,Graduate
2530,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,116.8,1,1,0,0,18,1,1,1,6,11.666666666666666,6,12.333333333333334,0,0,Graduate
2531,Mid1,Mid,1,,Mid,High,Mid2,Mid2,160.0,160.0,0,0,0,1,20,1,1,1,6,12.625,6,13.2,0,0,Graduate
2532,High,High,1,0.0,High,Mid,Mid2,Mid2,126.0,127.1,1,0,0,1,19,1,1,1,3,12.666666666666666,6,11.0,3,0,Graduate
2534,High,High,1,0.0,High,High,Mid1,Mid2,115.0,112.9,1,0,0,1,19,1,1,1,6,11.857142857142858,6,13.142857142857142,0,0,Graduate
2537,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,121.6,0,0,0,0,19,1,1,1,6,14.714285714285714,6,15.833333333333334,0,0,Graduate
2538,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid2,130.0,130.0,0,1,0,0,20,1,1,1,6,13.5,5,13.0,0,1,Graduate
2539,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,135.0,121.7,1,0,0,1,18,1,1,1,4,11.5,5,12.4,1,0,Graduate
2540,Mid1,Low,0,1.0,Mid,Low,Mid2,Mid2,120.0,120.0,0,0,0,0,33,1,1,1,2,14.0,0,0.0,3,5,Dropout
2541,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,143.5,0,0,0,1,19,1,1,1,6,12.833333333333334,0,0.0,1,6,Dropout
2542,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,136.0,128.3,0,0,0,1,18,1,1,1,7,13.428571428571429,8,14.75,0,0,Graduate
2543,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,108.0,111.9,0,0,0,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
2545,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,153.0,137.6,1,0,0,0,18,1,1,1,6,16.0,6,14.333333333333334,0,0,Graduate
2546,High,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,135.0,1,0,0,0,20,1,1,1,6,13.833333333333334,6,11.833333333333334,0,0,Graduate
2547,High,High,1,0.0,Mid,Mid,Mid2,Mid2,146.0,133.8,1,0,0,0,19,1,1,1,8,13.2325,8,13.2325,0,0,Graduate
2548,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,126.9,1,0,1,1,18,1,1,1,6,14.0,6,14.166666666666666,0,0,Graduate
2549,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,113.0,106.7,1,1,1,1,19,1,1,1,2,10.0,0,0.0,4,6,Dropout
2550,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,145.7,145.7,1,0,0,0,25,1,0,1,15,13.333333333333334,11,12.272727272727272,1,2,Graduate
2552,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,126.0,118.7,0,0,0,0,19,1,0,1,6,12.5,6,11.5,0,0,Graduate
2553,Low,Mid,1,0.0,Low,Low,Low,Low,160.0,161.8,1,1,1,0,33,1,0,1,2,10.5,0,0.0,3,5,Dropout
2556,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid2,130.0,130.0,0,0,0,0,19,1,1,1,4,12.0,5,11.4,1,0,Graduate
2559,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,156.0,136.8,1,0,0,0,18,1,1,1,6,14.0,6,13.5,0,0,Dropout
2560,Low,Mid,1,0.0,Mid,Mid,Mid1,Mid2,141.0,130.9,1,0,0,0,18,1,1,1,6,13.5,5,12.6,0,1,Graduate
2561,High,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,127.0,1,0,0,0,18,1,1,1,8,13.07375,8,13.07375,0,0,Graduate
2562,High,Low,0,,High,High,Mid1,Mid2,133.1,120.0,0,0,0,0,37,2,1,1,2,10.75,0,0.0,5,7,Dropout
2564,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,172.0,153.8,1,0,0,1,20,1,1,1,6,14.0,6,13.333333333333334,0,0,Graduate
2565,High,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,140.0,0,0,1,0,21,1,1,1,6,12.333333333333334,6,13.428571428571429,0,0,Graduate
2566,High,Mid,1,0.0,High,Mid,Mid2,Mid1,142.0,136.6,0,0,0,1,18,1,1,1,7,13.464285714285714,8,14.788888888888888,0,0,Graduate
2569,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,140.0,1,0,0,1,18,1,1,1,6,13.666666666666666,6,14.666666666666666,0,0,Graduate
2570,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,130.8,0,1,0,0,18,1,1,1,8,14.4025,8,14.4025,0,0,Graduate
2571,High,High,1,0.0,High,High,Mid2,Mid2,143.0,138.8,1,0,0,0,31,1,1,1,7,15.46875,8,16.3875,0,0,Graduate
2572,High,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,110.0,0,1,0,0,23,1,1,1,6,12.625,6,14.166666666666666,0,0,Graduate
2573,High,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,127.8,1,0,0,0,19,1,1,1,6,14.983333333333334,6,14.983333333333334,1,1,Graduate
2574,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,138.0,134.2,1,0,0,1,20,1,1,1,6,15.0,6,13.0,0,0,Graduate
2575,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,150.0,143.0,0,0,0,0,40,2,0,1,9,15.88888888888889,7,14.142857142857142,0,0,Graduate
2576,Mid2,Mid,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,1,1,0,0,32,1,1,1,4,11.5,3,11.0,2,3,Dropout
2577,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,110.0,113.2,1,0,0,0,24,1,1,1,2,10.5,1,10.0,4,5,Dropout
2578,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,146.0,135.8,1,0,0,0,18,1,1,1,6,13.983333333333334,6,13.983333333333334,1,1,Graduate
2579,High,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,143.5,0,0,0,0,18,1,1,1,6,13.0,6,12.833333333333334,0,0,Graduate
2580,High,High,1,0.0,Mid,Mid,Mid2,Mid2,145.0,148.9,1,0,0,1,18,1,1,1,6,13.666666666666666,6,13.0,0,0,Graduate
2581,Mid1,Low,1,0.0,High,High,Mid2,Mid2,133.1,115.6,1,0,0,0,27,1,1,0,0,0.0,0,0.0,6,6,Dropout
2582,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,160.0,159.3,0,0,0,0,18,1,1,1,5,14.4,5,15.4,0,0,Graduate
2584,Low,High,1,0.0,Mid,Mid,Mid2,Mid1,130.0,133.2,1,0,0,0,19,1,1,1,6,14.166666666666666,6,13.666666666666666,0,0,Graduate
2585,Mid2,Mid,1,0.0,Mid,Low,Low,Low,120.0,117.6,1,0,0,0,19,1,0,1,5,12.2,6,12.0,1,0,Graduate
2588,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,122.6,0,0,0,0,20,1,1,1,3,12.333333333333334,2,10.5,3,4,Dropout
2590,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,100.0,0,0,0,0,30,1,1,1,0,0.0,0,0.0,6,6,Dropout
2592,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,0,21,1,1,1,9,10.88888888888889,10,11.615384615384617,0,0,Graduate
2593,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,122.8,0,0,0,0,26,1,1,1,6,12.166666666666666,8,11.675,1,0,Dropout
2595,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,135.0,145.9,0,0,0,1,18,1,1,1,6,12.666666666666666,6,12.166666666666666,0,0,Graduate
2596,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,143.0,1,1,0,0,21,1,1,1,5,11.4,5,12.2,1,1,Dropout
2597,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,145.0,100.0,0,0,0,1,18,1,1,1,0,0.0,0,0.0,0,0,Dropout
2600,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,138.0,125.1,1,0,0,1,19,1,1,1,6,13.5,5,12.8,0,1,Dropout
2602,High,High,1,0.0,High,Mid,Mid2,Mid2,126.0,120.8,1,0,0,0,19,1,1,1,6,12.285714285714286,6,12.833333333333334,0,0,Graduate
2603,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,121.0,114.0,1,0,0,0,19,1,1,0,0,0.0,0,0.0,5,5,Dropout
2604,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,152.0,132.1,1,0,0,0,19,1,1,1,2,10.5,1,13.0,4,5,Dropout
2605,Mid2,Mid,1,,Mid,Mid,High,High,160.0,160.0,0,0,0,0,27,2,1,1,3,14.0,5,12.0,2,0,Graduate
2606,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,134.0,134.0,1,0,0,0,22,1,1,1,5,14.2,5,12.2,0,0,Graduate
2607,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,124.2,1,0,0,0,18,1,1,1,5,13.0,6,13.142857142857142,1,0,Dropout
2608,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,125.0,115.6,1,0,0,0,20,1,1,1,6,11.0,4,12.75,0,2,Graduate
2609,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,128.2,0,0,0,0,34,2,0,1,3,11.0,2,10.0,5,5,Dropout
2610,High,Mid,1,0.0,Mid,High,Mid2,Mid2,138.0,132.8,1,0,0,0,18,1,1,1,6,12.385714285714286,8,13.755555555555556,1,0,Graduate
2611,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,123.1,1,0,1,0,20,1,1,1,4,14.75,4,12.25,2,2,Graduate
2612,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,125.6,1,0,0,0,20,1,1,1,5,16.166666666666668,5,15.833333333333334,0,0,Graduate
2613,Low,Low,1,0.0,Mid,High,Mid2,Mid2,130.0,115.0,0,0,1,0,25,1,0,1,0,0.0,0,0.0,5,5,Dropout
2614,Low,High,1,0.0,Mid,Mid,Mid1,Mid2,126.0,123.6,1,0,1,0,18,1,1,1,5,12.4,3,13.0,0,2,Dropout
2615,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,141.7,0,0,1,0,18,1,1,0,5,11.6,4,13.0,1,2,Dropout
2616,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,160.0,139.0,1,0,0,1,18,1,1,1,5,12.2,0,0.0,1,6,Dropout
2617,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,118.0,118.0,0,0,0,1,19,1,1,1,5,11.0,5,12.8,1,1,Graduate
2618,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,150.0,142.0,1,0,0,1,19,1,1,1,6,12.333333333333334,5,12.4,0,1,Dropout
2619,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,140.0,143.4,0,0,0,1,21,1,1,1,6,14.833333333333334,6,12.571428571428571,0,0,Graduate
2621,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,110.0,105.1,1,0,0,1,20,1,1,1,6,12.0,6,11.833333333333334,0,0,Graduate
2622,Mid2,Mid,1,,Mid,Mid,Mid1,High,140.0,138.0,1,1,0,1,21,1,0,1,11,12.727272727272728,10,12.6,2,1,Graduate
2623,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.1,114.7,0,0,0,0,34,1,0,1,2,10.5,1,11.0,0,0,Dropout
2624,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,130.5,1,0,0,0,20,1,1,1,6,12.333333333333334,6,12.0,0,0,Graduate
2625,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,110.0,134.3,0,0,1,0,24,1,0,1,0,0.0,1,12.0,5,4,Dropout
2626,High,High,1,0.0,Mid,Mid,Mid2,Mid2,148.0,137.5,0,0,1,0,18,1,1,1,7,14.842857142857143,8,14.38888888888889,0,0,Graduate
2630,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,152.1,0,0,1,0,28,1,0,1,2,11.0,1,12.0,3,4,Dropout
2631,Mid1,Mid,1,0.0,High,High,Low,Mid2,132.0,126.1,0,0,1,0,20,1,1,1,4,10.75,0,0.0,2,6,Dropout
2632,High,Mid,1,0.0,Mid,Mid,Mid2,Mid1,130.0,136.0,1,0,1,0,22,1,1,1,8,12.55375,8,12.55375,0,0,Graduate
2633,High,High,1,0.0,Mid,Mid,Mid2,Mid1,128.0,124.3,1,0,1,0,19,1,1,1,7,12.665714285714284,7,12.665714285714284,1,1,Graduate
2635,Mid1,Low,1,0.0,Mid,Mid,Mid1,Mid1,133.1,136.1,0,0,1,0,26,1,1,1,2,11.75,0,0.0,5,5,Dropout
2636,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,120.0,115.1,1,0,1,0,21,1,1,0,3,11.0,0,0.0,3,6,Dropout
2637,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid1,145.0,143.6,1,0,1,0,18,1,1,1,0,0.0,0,0.0,0,0,Graduate
2638,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,127.0,115.8,1,0,1,0,18,1,1,1,5,13.4,5,12.2,0,0,Graduate
2639,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,149.0,1,0,1,0,22,1,1,1,17,12.578947368421051,17,12.117647058823527,0,0,Graduate
2640,Low,Low,0,,Mid,Mid,Mid2,Mid2,133.1,100.0,0,0,1,0,36,2,1,1,0,0.0,0,0.0,5,5,Dropout
2641,Mid2,High,1,0.0,High,High,Mid2,Mid2,125.0,133.4,1,0,1,1,20,1,1,1,6,12.0,6,11.5,0,0,Graduate
2642,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid1,127.0,122.8,0,0,1,0,20,1,1,1,3,12.333333333333334,0,0.0,3,6,Dropout
2643,Low,Low,1,0.0,Mid,Mid,Mid2,Mid1,133.1,151.2,0,0,1,0,25,1,0,1,4,11.5,3,13.5,1,2,Dropout
2644,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid1,150.0,137.0,0,0,1,0,35,1,1,1,5,12.8,5,13.833333333333334,1,1,Graduate
2645,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,118.0,0,0,1,0,22,1,1,1,0,0.0,0,0.0,0,0,Dropout
2647,Mid1,Mid,1,,High,High,Mid2,Mid2,130.0,130.0,0,1,1,0,20,1,1,0,4,11.8,2,12.0,2,4,Dropout
2648,Mid2,Mid,0,,Mid,Mid,Mid2,Mid2,133.1,112.5,0,0,1,0,50,1,0,1,6,11.333333333333334,2,13.5,7,9,Dropout
